Year,region,province_city,foreign,overseas,domestic,total,is_region_total
2020,Region VI (WESTERN VISAYAS),Sebaste,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),San Jose,0,0,2890,2890,0
2020,Region VI (WESTERN VISAYAS),Sibalom,0,0,824,824,0
2020,Region VI (WESTERN VISAYAS),Tibiao,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Tobias Fornier,0,0,129,129,0
2020,Region VI (WESTERN VISAYAS),Valderrama,11,0,161,172,0
2020,Region VI (WESTERN VISAYAS),Capiz,496,131,65630,66257,0
2020,Region VI (WESTERN VISAYAS),Cuartero,0,0,380,380,0
2020,Region VI (WESTERN VISAYAS),Dao,0,0,944,944,0
2020,Region VI (WESTERN VISAYAS),Dumalag,7,0,267,274,0
2020,Region VI (WESTERN VISAYAS),Dumarao,0,0,129,129,0
2020,Region VI (WESTERN VISAYAS),Ivisan,0,0,430,430,0
2020,Region VI (WESTERN VISAYAS),Jamindan,10,0,244,254,0
2020,Region VI (WESTERN VISAYAS),Maayon,5,20,766,791,0
2020,Region VI (WESTERN VISAYAS),Mambusao,0,14,737,751,0
2020,Region VI (WESTERN VISAYAS),Panay,28,15,1572,1615,0
2020,Region VI (WESTERN VISAYAS),Panitan,26,6,763,795,0
2020,Region VI (WESTERN VISAYAS),Pilar,2,0,1144,1146,0
2020,Region VI (WESTERN VISAYAS),Pontevedra,32,9,3752,3793,0
2020,Region VI (WESTERN VISAYAS),Pres. Roxas,12,4,789,805,0
2020,Region VI (WESTERN VISAYAS),Roxas City,363,52,50698,51113,0
2020,Region VI (WESTERN VISAYAS),Sapian,0,0,1093,1093,0
2020,Region VI (WESTERN VISAYAS),Sigma,7,0,835,842,0
2020,Region VI (WESTERN VISAYAS),Tapaz,4,11,1087,1102,0
2020,Region VI (WESTERN VISAYAS),Guimaras,605,0,14779,15384,0
2020,Region VI (WESTERN VISAYAS),Buenavista,0,0,1116,1116,0
2020,Region VI (WESTERN VISAYAS),Jordan,6,0,1411,1417,0
2020,Region VI (WESTERN VISAYAS),Nueva Valencia,431,0,9014,9445,0
2020,Region VI (WESTERN VISAYAS),San Lorenzo,145,0,2595,2740,0
2020,Region VI (WESTERN VISAYAS),Sibunag,23,0,643,666,0
2020,Region VI (WESTERN VISAYAS),Others,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Iloilo Province,1026,39,71476,72541,0
2020,Region VI (WESTERN VISAYAS),Ajuy,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Alimodian,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Badiangan,12,0,983,995,0
2020,Region VI (WESTERN VISAYAS),Balasan,6,0,295,301,0
2020,Region VI (WESTERN VISAYAS),Banate,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Barotac Nuevo,1,0,687,688,0
2020,Region VI (WESTERN VISAYAS),Barotac Viejo,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Batad,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Bingawan,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Cabatuan,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Calinog,0,0,309,309,0
2020,Region VI (WESTERN VISAYAS),Carles,62,0,4104,4166,0
2020,Region VI (WESTERN VISAYAS),Concepcion,24,0,9138,9162,0
2020,Region VI (WESTERN VISAYAS),Dingle,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Duenas,10,0,1227,1237,0
2020,Region VI (WESTERN VISAYAS),Dumangas,0,0,2862,2862,0
2020,Region VI (WESTERN VISAYAS),Estancia,602,0,13791,14393,0
2020,Region VI (WESTERN VISAYAS),Guimbal,0,0,5006,5006,0
2020,Region VI (WESTERN VISAYAS),Igbaras,0,0,20,20,0
2020,Region VI (WESTERN VISAYAS),Januiay,0,0,4000,4000,0
2020,Region VI (WESTERN VISAYAS),Lambunao,0,0,2467,2467,0
2020,Region VI (WESTERN VISAYAS),Leganes,110,32,5028,5170,0
2020,Region VI (WESTERN VISAYAS),Lemery,0,0,12,12,0
2020,Region VI (WESTERN VISAYAS),Leon,0,0,535,535,0
2020,Region VI (WESTERN VISAYAS),Maasin,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Miagao,1,0,95,96,0
2020,Region VI (WESTERN VISAYAS),Mina,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),New Lucena,0,0,5290,5290,0
2020,Region VI (WESTERN VISAYAS),Oton,67,0,649,716,0
2020,Region VI (WESTERN VISAYAS),Passi,11,0,163,174,0
2020,Region VI (WESTERN VISAYAS),Pavia,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Pototan,32,0,787,819,0
2020,Region VI (WESTERN VISAYAS),San Dionisio,0,0,229,229,0
2020,Region VI (WESTERN VISAYAS),San Enrique,0,0,94,94,0
2020,Region VI (WESTERN VISAYAS),San Joaquin,0,0,5701,5701,0
2020,Region VI (WESTERN VISAYAS),San Miguel,0,0,1948,1948,0
2020,Region VI (WESTERN VISAYAS),Sara,0,0,508,508,0
2020,Region VI (WESTERN VISAYAS),Sta. Barbara,34,3,645,682,0
2020,Region VI (WESTERN VISAYAS),Tigbauan,54,4,4670,4728,0
2020,Region VI (WESTERN VISAYAS),Tubungan,0,0,18,18,0
2020,Region VI (WESTERN VISAYAS),Zarraga,0,0,215,215,0
2020,Region VI (WESTERN VISAYAS),Negros Occidental,6524,0,195623,202147,0
2020,Region VI (WESTERN VISAYAS),Bago,0,0,12386,12386,0
2020,Region VI (WESTERN VISAYAS),Binalbagan,5,0,3825,3830,0
2020,Region VI (WESTERN VISAYAS),Cadiz,989,0,16010,16999,0
2020,Region VI (WESTERN VISAYAS),Calatrava,7,0,1885,1892,0
2020,Region VI (WESTERN VISAYAS),Candoni,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Cauayan,0,0,1941,1941,0
2020,Region VI (WESTERN VISAYAS),DS Benedicto,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Escalante,0,0,968,968,0
2020,Region VI (WESTERN VISAYAS),Himamaylan,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Hinigaran,0,0,8597,8597,0
2020,Region VI (WESTERN VISAYAS),Hinobaan,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Kabankalan,411,0,24601,25012,0
2020,Region VI (WESTERN VISAYAS),La Carlota,6,0,3660,3666,0
2020,Region VI (WESTERN VISAYAS),Las Castellana,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Manapla,299,0,1958,2257,0
2020,Region VI (WESTERN VISAYAS),Moises,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Murcia,813,0,52398,53211,0
2020,Region VI (WESTERN VISAYAS),Pulupandan,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Sagay,0,0,3270,3270,0
2020,Region VI (WESTERN VISAYAS),San Carlos,633,0,14949,15582,0
2020,Region VI (WESTERN VISAYAS),San Enrique,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Silay,0,0,2122,2122,0
2020,Region VI (WESTERN VISAYAS),Sipalay,3269,0,35014,38283,0
2020,Region VI (WESTERN VISAYAS),Talisay,92,0,12039,12131,0
2020,Region VI (WESTERN VISAYAS),Victorias,0,0,0,0,0
2020,Region VI (WESTERN VISAYAS),Bacolod City,10264,0,132850,143114,0
2020,Region VI (WESTERN VISAYAS),Iloilo City,7234,447,179299,186980,0
2020,Region VII (CENTRAL VISAYAS),Region VII (CENTRAL VISAYAS),616596,9291,1175132,1801019,1
2020,Region VII (CENTRAL VISAYAS),Bohol,66537,1567,109237,177341,0
2020,Region VII (CENTRAL VISAYAS),Alicia,0,0,127,127,0
2020,Region VII (CENTRAL VISAYAS),Anda,3639,0,1980,5619,0
2020,Region VII (CENTRAL VISAYAS),Antequera,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Baclayon,63,0,546,609,0
2020,Region VII (CENTRAL VISAYAS),Batuan,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Bien Unido,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Bilar,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Buenavista,0,0,52,52,0
2020,Region VII (CENTRAL VISAYAS),Calape,420,1,367,788,0
2020,Region VII (CENTRAL VISAYAS),Candijay,2,0,415,417,0
2020,Region VII (CENTRAL VISAYAS),Carmen,934,0,889,1823,0
2020,Region VII (CENTRAL VISAYAS),Catigbian,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Danao,9,0,80,89,0
2020,Region VII (CENTRAL VISAYAS),Dauis,6868,0,4999,11867,0
2020,Region VII (CENTRAL VISAYAS),Dimiao,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Garcia Hernandez,0,0,183,183,0
2020,Region VII (CENTRAL VISAYAS),Getafe,23,0,61,84,0
2020,Region VII (CENTRAL VISAYAS),Guindulman,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Inabanga,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Jagna,147,0,1883,2030,0
2020,Region VII (CENTRAL VISAYAS),Lila,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Loay,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Loon,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Loboc,1440,0,107,1547,0
2020,Region VII (CENTRAL VISAYAS),Maribojoc,138,0,208,346,0
2020,Region VII (CENTRAL VISAYAS),Panglao,43148,0,31733,74881,0
2020,Region VII (CENTRAL VISAYAS),Sagbayan,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),San Isidro,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Sikatuna,0,0,211,211,0
2020,Region VII (CENTRAL VISAYAS),Tagbilaran,9373,1566,53180,64119,0
2020,Region VII (CENTRAL VISAYAS),Talibon,312,0,3997,4309,0
2020,Region VII (CENTRAL VISAYAS),Tubigon,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Ubay,6,0,7924,7930,0
2020,Region VII (CENTRAL VISAYAS),Valencia,15,0,295,310,0
2020,Region VII (CENTRAL VISAYAS),Cebu,71132,351,154536,226019,0
2020,Region VII (CENTRAL VISAYAS),Alcoy,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Alcantara,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Alegria,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Aloquinsan,2,0,1291,1293,0
2020,Region VII (CENTRAL VISAYAS),Argao,0,0,1477,1477,0
2020,Region VII (CENTRAL VISAYAS),Badian,4287,0,6184,10471,0
2020,Region VII (CENTRAL VISAYAS),Balamban,39,0,2494,2533,0
2020,Region VII (CENTRAL VISAYAS),Bantayan,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Barili,0,0,267,267,0
2020,Region VII (CENTRAL VISAYAS),Bogo City,164,0,6373,6537,0
2020,Region VII (CENTRAL VISAYAS),Borbon,5,0,86,91,0
2020,Region VII (CENTRAL VISAYAS),Boljoon,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Carcar,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Carmen,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Catmon,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),City of Naga,138,0,907,1045,0
2020,Region VII (CENTRAL VISAYAS),Cordova,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Daanbantayan,19892,351,7293,27536,0
2020,Region VII (CENTRAL VISAYAS),Dalaguete,366,0,8768,9134,0
2020,Region VII (CENTRAL VISAYAS),Danao City,11999,0,15296,27295,0
2020,Region VII (CENTRAL VISAYAS),Ginatilan,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Madridejos,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Medellin,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Minglanilla,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Moalboal,14526,0,26266,40792,0
2020,Region VII (CENTRAL VISAYAS),Oslob,8084,0,7021,15105,0
2020,Region VII (CENTRAL VISAYAS),Pilar,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Pinamungahan,123,0,6847,6970,0
2020,Region VII (CENTRAL VISAYAS),Poro,129,0,592,721,0
2020,Region VII (CENTRAL VISAYAS),Ronda,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Samboan,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),San Fernando,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),San Francisco,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),San Remegio,4846,0,44879,49725,0
2020,Region VII (CENTRAL VISAYAS),Santander,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Santa Fe,6313,0,14471,20784,0
2020,Region VII (CENTRAL VISAYAS),Sibonga,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Sogod,50,0,402,452,0
2020,Region VII (CENTRAL VISAYAS),Tabogon,160,0,2357,2517,0
2020,Region VII (CENTRAL VISAYAS),Talisay,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Toledo City,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Tuburan,0,0,758,758,0
2020,Region VII (CENTRAL VISAYAS),Tudela,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Negros Oriental,21682,5070,144898,171650,0
2020,Region VII (CENTRAL VISAYAS),Amlan,159,0,2449,2608,0
2020,Region VII (CENTRAL VISAYAS),Bacong,103,0,282,385,0
2020,Region VII (CENTRAL VISAYAS),Bais,488,0,560,1048,0
2020,Region VII (CENTRAL VISAYAS),Basay,91,24,1827,1942,0
2020,Region VII (CENTRAL VISAYAS),Bayawan,133,0,4962,5095,0
2020,Region VII (CENTRAL VISAYAS),Canlaon,51,0,2428,2479,0
2020,Region VII (CENTRAL VISAYAS),Dauin,1849,0,2379,4228,0
2020,Region VII (CENTRAL VISAYAS),Dumaguete,16414,5046,109196,130656,0
2020,Region VII (CENTRAL VISAYAS),Guijulngan,0,0,2315,2315,0
2020,Region VII (CENTRAL VISAYAS),La Libertad,30,0,1179,1209,0
2020,Region VII (CENTRAL VISAYAS),Jimalaud,0,0,0,0,0
2020,Region VII (CENTRAL VISAYAS),Mabinay,102,0,4521,4623,0
2020,Region VII (CENTRAL VISAYAS),Manjuyod,49,0,1303,1352,0
2020,Region VII (CENTRAL VISAYAS),San Jose,152,0,225,377,0
2020,Region VII (CENTRAL VISAYAS),Siaton,605,0,2501,3106,0
2020,Region VII (CENTRAL VISAYAS),Sibulan,82,0,589,671,0
2020,Region VII (CENTRAL VISAYAS),Tanjay,14,0,4473,4487,0
2020,Region VII (CENTRAL VISAYAS),Valencia,1195,0,1658,2853,0
2020,Region VII (CENTRAL VISAYAS),Zamboanguita,165,0,2051,2216,0
2020,Region VII (CENTRAL VISAYAS),Siquijor,23938,0,14042,37980,0
2020,Region VII (CENTRAL VISAYAS),E. Villanueva,110,0,167,277,0
2020,Region VII (CENTRAL VISAYAS),Larena,941,0,2190,3131,0
2020,Region VII (CENTRAL VISAYAS),Lazi,631,0,940,1571,0
2020,Region VII (CENTRAL VISAYAS),Maria,588,0,1224,1812,0
2020,Region VII (CENTRAL VISAYAS),San Juan,17725,0,5883,23608,0
2020,Region VII (CENTRAL VISAYAS),Siquijor,3943,0,3638,7581,0
2020,Region VII (CENTRAL VISAYAS),Cebu City,172757,1551,424880,599188,0
2020,Region VII (CENTRAL VISAYAS),Lapu-lapu City,202753,729,154719,358201,0
2020,Region VII (CENTRAL VISAYAS),Mandaue City,57797,23,172820,230640,0
2020,Region VIII (EASTERN VISAYAS),Region VIII (EASTERN VISAYAS),7994,86,225887,233967,1
2020,Region VIII (EASTERN VISAYAS),Biliran,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Almeria,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Caibiran,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Cabucgayan,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Culaba,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Kawayan,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Maripipi,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Naval,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Eastern Samar,43,0,11910,11953,0
2020,Region VIII (EASTERN VISAYAS),Borongan City,43,0,11910,11953,0
2020,Region VIII (EASTERN VISAYAS),Can-Avid,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Gen. McArthur,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Guiuan,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Llorente,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Quinapondan,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Taft,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Leyte,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Abuyog,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Alburera,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Bago,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Bato,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Baybay City,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Hilongos,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Inopacan,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Isabel,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Javier,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Kanangga,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Matalom,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),McArthur,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Ormoc City,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Palo,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Palompon,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),San Isidro,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Tolosa,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Northern Samar,29,0,14471,14500,0
2020,Region VIII (EASTERN VISAYAS),Allen,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Biri,29,0,4176,4205,0
2020,Region VIII (EASTERN VISAYAS),Bobon,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Capul,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Catarman,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Gamay,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Las Navas,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Laoang,0,0,1213,1213,0
2020,Region VIII (EASTERN VISAYAS),Lavezares,0,0,3556,3556,0
2020,Region VIII (EASTERN VISAYAS),Mondragon,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Navar,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Palapag,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),San Antonio,0,0,5526,5526,0
2020,Region VIII (EASTERN VISAYAS),San Roque,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Victoria,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Samar,910,0,49370,50280,0
2020,Region VIII (EASTERN VISAYAS),Calbayog City,857,0,22993,23850,0
2020,Region VIII (EASTERN VISAYAS),Catbalogan,53,0,26377,26430,0
2020,Region VIII (EASTERN VISAYAS),Basey,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Marabut,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Paranas,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Southern Leyte,699,0,14801,15500,0
2020,Region VIII (EASTERN VISAYAS),Hinunangan,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Hinundayan,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Liloan,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Limasawa,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Maasin City,699,0,14801,15500,0
2020,Region VIII (EASTERN VISAYAS),Macrohon,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Padre Burgos,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Pintuyan,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),San Juan,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Saint Bernard,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Silago,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Sogod,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Tomas Oppus,0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Others (Southern Leyte),0,0,0,0,0
2020,Region VIII (EASTERN VISAYAS),Tacloban City,6313,86,135335,141734,0
2020,Region IX (ZAMBOANGA PENINSULA),Region IX (ZAMBOANGA PENINSULA),1387,114,165012,166513,1
2020,Region IX (ZAMBOANGA PENINSULA),Zamboanga del Norte,1149,97,79150,80396,0
2020,Region IX (ZAMBOANGA PENINSULA),Dapitan City,152,50,8977,9179,0
2020,Region IX (ZAMBOANGA PENINSULA),Dipolog City,977,47,66388,67412,0
2020,Region IX (ZAMBOANGA PENINSULA),Others,20,0,3785,3805,0
2020,Region IX (ZAMBOANGA PENINSULA),Zamboanga del Sur,1,11,8920,8932,0
2020,Region IX (ZAMBOANGA PENINSULA),Pagadian City,1,11,7101,7113,0
2020,Region IX (ZAMBOANGA PENINSULA),Others,0,0,1819,1819,0
2020,Region IX (ZAMBOANGA PENINSULA),Zamboanga Sibugay,0,0,11465,11465,0
2020,Region IX (ZAMBOANGA PENINSULA),Isabela City,0,6,23117,23123,0
2020,Region IX (ZAMBOANGA PENINSULA),Zamboanga City,237,0,42360,42597,0
2020,Region X (NORTHERN MINDANAO),Region X (NORTHERN MINDANAO),11381,0,651306,662687,1
2020,Region X (NORTHERN MINDANAO),Bukidnon,161,0,39058,39219,0
2020,Region X (NORTHERN MINDANAO),Malaybalay City,0,0,0,0,0
2020,Region X (NORTHERN MINDANAO),Valencia City,161,0,34402,34563,0
2020,Region X (NORTHERN MINDANAO),Others,0,0,4656,4656,0
2020,Region X (NORTHERN MINDANAO),Camiguin,1166,0,146802,147968,0
2020,Region X (NORTHERN MINDANAO),Lanao del Norte,0,0,6558,6558,0
2020,Region X (NORTHERN MINDANAO),Misamis Occidental,1264,0,111233,112497,0
2020,Region X (NORTHERN MINDANAO),Ozamis City,1186,0,72515,73701,0
2020,Region X (NORTHERN MINDANAO),Tangub City,63,0,5504,5567,0
2020,Region X (NORTHERN MINDANAO),Oroquieta City,15,0,29799,29814,0
2020,Region X (NORTHERN MINDANAO),Others,0,0,3415,3415,0
2020,Region X (NORTHERN MINDANAO),Misamis Oriental,0,0,34498,34498,0
2020,Region X (NORTHERN MINDANAO),Gingoog City,0,0,0,0,0
2020,Region X (NORTHERN MINDANAO),Others,0,0,34498,34498,0
2020,Region X (NORTHERN MINDANAO),Cagayan de Oro City,8048,0,243877,251925,0
2020,Region X (NORTHERN MINDANAO),Iligan City,742,0,69280,70022,0
2020,Region XI (DAVAO REGION),Region XI (DAVAO REGION),33350,7266,1350744,1391360,1
2020,Region XI (DAVAO REGION),Davao De Oro (ComVal),0,0,459050,459050,0
2020,Region XI (DAVAO REGION),Davao del Norte,2119,0,81315,83434,0
2020,Region XI (DAVAO REGION),Island Garden City of Samal,0,0,0,0,0
2020,Region XI (DAVAO REGION),Kapalong,0,0,0,0,0
2020,Region XI (DAVAO REGION),New Corella,0,0,0,0,0
2020,Region XI (DAVAO REGION),Panabo City,0,0,0,0,0
2020,Region XI (DAVAO REGION),Tagum City,0,0,0,0,0
2020,Region XI (DAVAO REGION),Others,2119,0,81315,83434,0
2020,Region XI (DAVAO REGION),Davao del Sur,20,0,104595,104615,0
2020,Region XI (DAVAO REGION),Davao Occcidental,0,0,0,0,0
2020,Region XI (DAVAO REGION),Davao Oriental,885,0,125342,126227,0
2020,Region XI (DAVAO REGION),Davao City,30326,7266,580442,618034,0
2020,Region XII (SOCCSSARGEN),Region XII (SOCCSSARGEN),3218,0,438933,442151,1
2020,Region XII (SOCCSSARGEN),North Cotabato,0,0,39724,39724,0
2020,Region XII (SOCCSSARGEN),Kidapawan City,0,0,34682,34682,0
2020,Region XII (SOCCSSARGEN),Others (Cotabato Province),0,0,5042,5042,0
2020,Region XII (SOCCSSARGEN),Sarangani,118,0,38466,38584,0
2020,Region XII (SOCCSSARGEN),South Cotabato,457,0,236775,237232,0
2020,Region XII (SOCCSSARGEN),Koronadal City,401,0,202091,202492,0
2020,Region XII (SOCCSSARGEN),Others,56,0,34684,34740,0
2020,Region XII (SOCCSSARGEN),Sultan Kudarat,0,0,2327,2327,0
2020,Region XII (SOCCSSARGEN),Tacurong City,0,0,0,0,0
2020,Region XII (SOCCSSARGEN),Others,0,0,2327,2327,0
2020,Region XII (SOCCSSARGEN),Cotabato City,0,0,0,0,0
2020,Region XII (SOCCSSARGEN),General Santos City,2643,0,121641,124284,0
2020,Region XIII (CARAGA),Region XIII (CARAGA),22569,141,273948,296658,1
2020,Region XIII (CARAGA),Agusan del Norte,24,0,25872,25896,0
2020,Region XIII (CARAGA),Cabadbaran City,24,0,18281,18305,0
2020,Region XIII (CARAGA),Others,0,0,7591,7591,0
2020,Region XIII (CARAGA),Agusan del Sur,369,3,28550,28922,0
2020,Region XIII (CARAGA),Bayugan,369,0,11499,11868,0
2020,Region XIII (CARAGA),Others,0,3,17051,17054,0
2020,Region XIII (CARAGA),Dinagat Islands,151,0,12607,12758,0
2020,Region XIII (CARAGA),Surigao del Norte,20286,39,99173,119498,0
2020,Region XIII (CARAGA),Siargao Islands,0,0,0,0,0
2020,Region XIII (CARAGA),Surigao City,2244,0,49492,51736,0
2020,Region XIII (CARAGA),Others,18042,39,49681,67762,0
2020,Region XIII (CARAGA),Surigao del Sur,343,0,47327,47670,0
2020,Region XIII (CARAGA),Bislig City,140,0,1473,1613,0
2020,Region XIII (CARAGA),Tandag City,69,0,19913,19982,0
2020,Region XIII (CARAGA),Others,134,0,25941,26075,0
2020,Region XIII (CARAGA),Butuan City,1396,99,60419,61914,0
2020,GRAND TOTAL,GRAND TOTAL,1721697,81727,10069908,11873332,1
2020,GRAND TOTAL,of Data: Accommodation Establishments as submitted,0,0,0,0,0
2020,GRAND TOTAL,"by: Statistics, Economic Analysis and Information",0,0,0,0,0
2020,GRAND TOTAL,"Office of Tourism Development Planning, Research and",0,0,0,0,0
2021,NCR (National Capital Region),NCR (National Capital Region),218630,136292,1973851,2328773,1
2021,NCR (National Capital Region),Caloocan City,0,0,0,0,0
2021,NCR (National Capital Region),Las Piñas City,0,0,0,0,0
2021,NCR (National Capital Region),Makati City,70300,40287,496067,606654,0
2021,NCR (National Capital Region),Malabon City,0,0,0,0,0
2021,NCR (National Capital Region),Mandaluyong City,6136,40400,65719,112255,0
2021,NCR (National Capital Region),Manila,25039,0,262039,287078,0
2021,NCR (National Capital Region),Marikina City,0,0,0,0,0
2021,NCR (National Capital Region),Muntinlupa City,21962,18364,234915,275241,0
2021,NCR (National Capital Region),Navotas City,0,0,0,0,0
2021,NCR (National Capital Region),Parañaque City,31370,631,313951,345952,0
2021,NCR (National Capital Region),Pasay City,15275,44,242037,257356,0
2021,NCR (National Capital Region),Pasig City,10977,3525,110909,125411,0
2021,NCR (National Capital Region),Quezon City,31468,16219,201347,249034,0
