Year,region,province_city,foreign,overseas,domestic,total,is_region_total
2018,Region VI (WESTERN VISAYAS),Pavia,36,0,1434,1470,0
2018,Region VI (WESTERN VISAYAS),Pototan,44,0,7796,7840,0
2018,Region VI (WESTERN VISAYAS),San Dionisio,6,0,2314,2320,0
2018,Region VI (WESTERN VISAYAS),San Enrique,0,0,1238,1238,0
2018,Region VI (WESTERN VISAYAS),San Joaquin,188,0,16000,16188,0
2018,Region VI (WESTERN VISAYAS),San Miguel,0,0,5430,5430,0
2018,Region VI (WESTERN VISAYAS),Sara,2,0,7726,7728,0
2018,Region VI (WESTERN VISAYAS),Sta. Barbara,265,0,5632,5897,0
2018,Region VI (WESTERN VISAYAS),Tigbauan,435,0,9006,9441,0
2018,Region VI (WESTERN VISAYAS),Tubungan,2,0,72,74,0
2018,Region VI (WESTERN VISAYAS),Zarraga,0,0,1472,1472,0
2018,Region VI (WESTERN VISAYAS),Negros Occidental,34690,118,885434,920242,0
2018,Region VI (WESTERN VISAYAS),Bago,109,0,29968,30077,0
2018,Region VI (WESTERN VISAYAS),Binalbagan,65,0,9117,9182,0
2018,Region VI (WESTERN VISAYAS),Cadiz,3711,0,51466,55177,0
2018,Region VI (WESTERN VISAYAS),Calatrava,21,0,3227,3248,0
2018,Region VI (WESTERN VISAYAS),Candoni,0,0,0,0,0
2018,Region VI (WESTERN VISAYAS),Cauayan,0,0,0,0,0
2018,Region VI (WESTERN VISAYAS),DS Benedicto,0,0,0,0,0
2018,Region VI (WESTERN VISAYAS),Escalante,89,0,27921,28010,0
2018,Region VI (WESTERN VISAYAS),Hinigaran,32,0,12212,12244,0
2018,Region VI (WESTERN VISAYAS),Hinobaan,732,79,13946,14757,0
2018,Region VI (WESTERN VISAYAS),Kabankalan,1326,0,62194,63520,0
2018,Region VI (WESTERN VISAYAS),La Carlota,23,0,14892,14915,0
2018,Region VI (WESTERN VISAYAS),Las Castellana,0,0,0,0,0
2018,Region VI (WESTERN VISAYAS),Mambukal,0,0,0,0,0
2018,Region VI (WESTERN VISAYAS),Manapla,607,0,5982,6589,0
2018,Region VI (WESTERN VISAYAS),Moises,0,0,0,0,0
2018,Region VI (WESTERN VISAYAS),Murcia,3923,0,414345,418268,0
2018,Region VI (WESTERN VISAYAS),Pulupandan,0,0,0,0,0
2018,Region VI (WESTERN VISAYAS),Sagay,204,0,20585,20789,0
2018,Region VI (WESTERN VISAYAS),San Carlos,349,39,55258,55646,0
2018,Region VI (WESTERN VISAYAS),San Enrique,0,0,0,0,0
2018,Region VI (WESTERN VISAYAS),Silay,13,0,22039,22052,0
2018,Region VI (WESTERN VISAYAS),Sipalay,22924,0,88314,111238,0
2018,Region VI (WESTERN VISAYAS),Talisay,562,0,49402,49964,0
2018,Region VI (WESTERN VISAYAS),Victorias,0,0,4566,4566,0
2018,Region VI (WESTERN VISAYAS),Bacolod City,80509,0,754944,835453,0
2018,Region VI (WESTERN VISAYAS),Iloilo City,70787,16750,1154550,1242087,0
2018,Region VII (CENTRAL VISAYAS),Region VII (CENTRAL VISAYAS),3602646,31649,4465051,8099346,1
2018,Region VII (CENTRAL VISAYAS),Bohol,641527,4555,850047,1496129,0
2018,Region VII (CENTRAL VISAYAS),Alicia,0,0,0,0,0
2018,Region VII (CENTRAL VISAYAS),Anda,8841,398,25448,34687,0
2018,Region VII (CENTRAL VISAYAS),Antequera,0,0,0,0,0
2018,Region VII (CENTRAL VISAYAS),Baclayon,2384,0,10853,13237,0
2018,Region VII (CENTRAL VISAYAS),Batuan,97,0,260,357,0
2018,Region VII (CENTRAL VISAYAS),Bien Unido,0,0,0,0,0
2018,Region VII (CENTRAL VISAYAS),Bilar,2494,0,15695,18189,0
2018,Region VII (CENTRAL VISAYAS),Buenavista,8,0,143,151,0
2018,Region VII (CENTRAL VISAYAS),Calape,1173,0,978,2151,0
2018,Region VII (CENTRAL VISAYAS),Candijay,20,0,600,620,0
2018,Region VII (CENTRAL VISAYAS),Carmen,2389,0,4392,6781,0
2018,Region VII (CENTRAL VISAYAS),Catigbian,0,0,116,116,0
2018,Region VII (CENTRAL VISAYAS),Danao,142,0,858,1000,0
2018,Region VII (CENTRAL VISAYAS),Dauis,36186,17,33813,70016,0
2018,Region VII (CENTRAL VISAYAS),Dimiao,0,0,0,0,0
2018,Region VII (CENTRAL VISAYAS),Garcia Hernandez,0,0,0,0,0
2018,Region VII (CENTRAL VISAYAS),Getafe,0,0,0,0,0
2018,Region VII (CENTRAL VISAYAS),Guindulman,1281,0,6094,7375,0
2018,Region VII (CENTRAL VISAYAS),Inabanga,0,0,890,890,0
2018,Region VII (CENTRAL VISAYAS),Jagna,585,0,11300,11885,0
2018,Region VII (CENTRAL VISAYAS),Lila,105,0,236,341,0
2018,Region VII (CENTRAL VISAYAS),Loay,0,0,0,0,0
2018,Region VII (CENTRAL VISAYAS),Loon,1522,0,532,2054,0
2018,Region VII (CENTRAL VISAYAS),Loboc,2385,0,450,2835,0
2018,Region VII (CENTRAL VISAYAS),Maribojoc,217,0,651,868,0
2018,Region VII (CENTRAL VISAYAS),Panglao,526388,927,336057,863372,0
2018,Region VII (CENTRAL VISAYAS),Sagbayan,0,0,0,0,0
2018,Region VII (CENTRAL VISAYAS),San Isidro,0,0,0,0,0
2018,Region VII (CENTRAL VISAYAS),Sikatuna,0,0,508,508,0
2018,Region VII (CENTRAL VISAYAS),Tagbilaran,53830,3205,334622,391657,0
2018,Region VII (CENTRAL VISAYAS),Talibon,707,0,24264,24971,0
2018,Region VII (CENTRAL VISAYAS),Tubigon,279,8,9626,9913,0
2018,Region VII (CENTRAL VISAYAS),Ubay,0,0,25317,25317,0
2018,Region VII (CENTRAL VISAYAS),Valencia,494,0,6344,6838,0
2018,Region VII (CENTRAL VISAYAS),Cebu,456313,6485,630623,1093421,0
2018,Region VII (CENTRAL VISAYAS),Alcoy,2502,0,12989,15491,0
2018,Region VII (CENTRAL VISAYAS),Alcantara,0,0,0,0,0
2018,Region VII (CENTRAL VISAYAS),Alegria,396,0,9382,9778,0
2018,Region VII (CENTRAL VISAYAS),Aloquinsan,8,0,1770,1778,0
2018,Region VII (CENTRAL VISAYAS),Argao,1048,223,16897,18168,0
2018,Region VII (CENTRAL VISAYAS),Asturias,346,0,3932,4278,0
2018,Region VII (CENTRAL VISAYAS),Badian,26,0,768,794,0
2018,Region VII (CENTRAL VISAYAS),Balamban,487,0,4555,5042,0
2018,Region VII (CENTRAL VISAYAS),Bantayan,232,0,20249,20481,0
2018,Region VII (CENTRAL VISAYAS),Barili,450,0,1600,2050,0
2018,Region VII (CENTRAL VISAYAS),Bogo City,1224,0,32792,34016,0
2018,Region VII (CENTRAL VISAYAS),Borbon,34,0,318,352,0
2018,Region VII (CENTRAL VISAYAS),Boljoon,4454,0,9403,13857,0
2018,Region VII (CENTRAL VISAYAS),Carcar,1834,0,4083,5917,0
2018,Region VII (CENTRAL VISAYAS),Carmen,0,0,0,0,0
2018,Region VII (CENTRAL VISAYAS),Catmon,0,0,0,0,0
2018,Region VII (CENTRAL VISAYAS),City of Naga,0,0,0,0,0
2018,Region VII (CENTRAL VISAYAS),Cordova,164022,65,19706,183793,0
2018,Region VII (CENTRAL VISAYAS),Daanbantayan,86369,3279,28343,117991,0
2018,Region VII (CENTRAL VISAYAS),Dalaguete,868,0,21769,22637,0
2018,Region VII (CENTRAL VISAYAS),Danao City,3753,0,42011,45764,0
2018,Region VII (CENTRAL VISAYAS),Ginatilan,0,0,0,0,0
2018,Region VII (CENTRAL VISAYAS),Madridejos,0,0,0,0,0
2018,Region VII (CENTRAL VISAYAS),Medellin,32153,0,20137,52290,0
2018,Region VII (CENTRAL VISAYAS),Minglanilla,0,0,0,0,0
2018,Region VII (CENTRAL VISAYAS),Moalboal,30355,5,6008,36368,0
2018,Region VII (CENTRAL VISAYAS),Oslob,37830,1602,45582,85014,0
2018,Region VII (CENTRAL VISAYAS),Pilar,561,0,836,1397,0
2018,Region VII (CENTRAL VISAYAS),Pinamungahan,650,48,25155,25853,0
2018,Region VII (CENTRAL VISAYAS),Poro,436,0,2589,3025,0
2018,Region VII (CENTRAL VISAYAS),Ronda,292,0,784,1076,0
2018,Region VII (CENTRAL VISAYAS),Samboan,1071,0,2178,3249,0
2018,Region VII (CENTRAL VISAYAS),San Fernando,11222,0,373,11595,0
2018,Region VII (CENTRAL VISAYAS),San Francisco,13970,0,54824,68794,0
2018,Region VII (CENTRAL VISAYAS),San Remegio,24960,0,74502,99462,0
2018,Region VII (CENTRAL VISAYAS),Santander,3701,0,3365,7066,0
2018,Region VII (CENTRAL VISAYAS),Santa Fe,27947,1263,149822,179032,0
2018,Region VII (CENTRAL VISAYAS),Sibonga,0,0,494,494,0
2018,Region VII (CENTRAL VISAYAS),Sogod,260,0,2078,2338,0
2018,Region VII (CENTRAL VISAYAS),Tabogon,46,0,407,453,0
2018,Region VII (CENTRAL VISAYAS),Talisay,0,0,0,0,0
2018,Region VII (CENTRAL VISAYAS),Toledo City,2560,0,5124,7684,0
2018,Region VII (CENTRAL VISAYAS),Tuburan,88,0,4298,4386,0
2018,Region VII (CENTRAL VISAYAS),Tudela,158,0,1500,1658,0
2018,Region VII (CENTRAL VISAYAS),Negros Oriental,115924,386,766985,883295,0
2018,Region VII (CENTRAL VISAYAS),Amlan,334,0,2888,3222,0
2018,Region VII (CENTRAL VISAYAS),Bacong,1980,0,1423,3403,0
2018,Region VII (CENTRAL VISAYAS),Bais,3412,0,5521,8933,0
2018,Region VII (CENTRAL VISAYAS),Basay,1218,0,4583,5801,0
2018,Region VII (CENTRAL VISAYAS),Bayawan,755,0,14377,15132,0
2018,Region VII (CENTRAL VISAYAS),Canlaon,235,1,12944,13180,0
2018,Region VII (CENTRAL VISAYAS),Dauin,27704,0,7147,34851,0
2018,Region VII (CENTRAL VISAYAS),Dumaguete,50153,385,656151,706689,0
2018,Region VII (CENTRAL VISAYAS),Guijulngan,143,0,3855,3998,0
2018,Region VII (CENTRAL VISAYAS),La Libertad,3509,0,3051,6560,0
2018,Region VII (CENTRAL VISAYAS),Jimalaud,230,0,127,357,0
2018,Region VII (CENTRAL VISAYAS),Mabinay,5222,0,18275,23497,0
2018,Region VII (CENTRAL VISAYAS),Manjuyod,285,0,15421,15706,0
2018,Region VII (CENTRAL VISAYAS),San Jose,339,0,198,537,0
2018,Region VII (CENTRAL VISAYAS),Siaton,2890,0,3269,6159,0
2018,Region VII (CENTRAL VISAYAS),Sibulan,3395,0,1300,4695,0
2018,Region VII (CENTRAL VISAYAS),Tanjay,65,0,1513,1578,0
2018,Region VII (CENTRAL VISAYAS),Valencia,10177,0,14314,24491,0
2018,Region VII (CENTRAL VISAYAS),Zamboanguita,3878,0,628,4506,0
2018,Region VII (CENTRAL VISAYAS),Siquijor,66788,0,77238,144026,0
2018,Region VII (CENTRAL VISAYAS),E. Villanueva,631,0,854,1485,0
2018,Region VII (CENTRAL VISAYAS),Larena,3421,0,6694,10115,0
2018,Region VII (CENTRAL VISAYAS),Lazi,2440,0,3616,6056,0
2018,Region VII (CENTRAL VISAYAS),Maria,781,0,7852,8633,0
2018,Region VII (CENTRAL VISAYAS),San Juan,44932,0,27231,72163,0
2018,Region VII (CENTRAL VISAYAS),Siquijor,14583,0,30991,45574,0
2018,Region VII (CENTRAL VISAYAS),Cebu City,896107,12873,1650762,2559742,0
2018,Region VII (CENTRAL VISAYAS),Lapu-lapu City,1337958,2401,376579,1716938,0
2018,Region VII (CENTRAL VISAYAS),Mandaue City,88029,4949,112817,205795,0
2018,Region VIII (EASTERN VISAYAS),Region VIII (EASTERN VISAYAS),50674,2536,1724446,1777656,1
2018,Region VIII (EASTERN VISAYAS),Biliran,1159,0,17311,18470,0
2018,Region VIII (EASTERN VISAYAS),Almeria,284,0,2664,2948,0
2018,Region VIII (EASTERN VISAYAS),Caibiran,0,0,304,304,0
2018,Region VIII (EASTERN VISAYAS),Cabucgayan,54,0,421,475,0
2018,Region VIII (EASTERN VISAYAS),Culaba,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Kawayan,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Maripipi,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Naval,821,0,13922,14743,0
2018,Region VIII (EASTERN VISAYAS),Eastern Samar,1016,0,78064,79080,0
2018,Region VIII (EASTERN VISAYAS),Borongan City,638,0,59981,60619,0
2018,Region VIII (EASTERN VISAYAS),Can-Avid,7,0,1020,1027,0
2018,Region VIII (EASTERN VISAYAS),Gen. McArthur,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Guiuan,371,0,17063,17434,0
2018,Region VIII (EASTERN VISAYAS),Llorente,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Quinapondan,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Taft,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Leyte,10804,0,576855,587659,0
2018,Region VIII (EASTERN VISAYAS),Abuyog,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Alburera,0,0,106012,106012,0
2018,Region VIII (EASTERN VISAYAS),Bago,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Bato,0,0,8328,8328,0
2018,Region VIII (EASTERN VISAYAS),Baybay City,809,0,203408,204217,0
2018,Region VIII (EASTERN VISAYAS),Hilongos,0,0,12526,12526,0
2018,Region VIII (EASTERN VISAYAS),Inopacan,0,0,3152,3152,0
2018,Region VIII (EASTERN VISAYAS),Isabel,126,0,5360,5486,0
2018,Region VIII (EASTERN VISAYAS),Javier,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Kanangga,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Matalom,352,0,86893,87245,0
2018,Region VIII (EASTERN VISAYAS),McArthur,9,0,246,255,0
2018,Region VIII (EASTERN VISAYAS),Ormoc City,5747,0,104277,110024,0
2018,Region VIII (EASTERN VISAYAS),Palo,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Palompon,3735,0,41681,45416,0
2018,Region VIII (EASTERN VISAYAS),San Isidro,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Tolosa,26,0,4972,4998,0
2018,Region VIII (EASTERN VISAYAS),Northern Samar,643,0,103212,103855,0
2018,Region VIII (EASTERN VISAYAS),Allen,158,0,12686,12844,0
2018,Region VIII (EASTERN VISAYAS),Biri,121,0,6053,6174,0
2018,Region VIII (EASTERN VISAYAS),Bobon,4,0,2383,2387,0
2018,Region VIII (EASTERN VISAYAS),Capul,75,0,1487,1562,0
2018,Region VIII (EASTERN VISAYAS),Catarman,131,0,60202,60333,0
2018,Region VIII (EASTERN VISAYAS),Gamay,0,0,544,544,0
2018,Region VIII (EASTERN VISAYAS),Las Navas,0,0,323,323,0
2018,Region VIII (EASTERN VISAYAS),Laoang,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Lavezares,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Mondragon,21,0,481,502,0
2018,Region VIII (EASTERN VISAYAS),Navar,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Palapag,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),San Antonio,131,0,14802,14933,0
2018,Region VIII (EASTERN VISAYAS),San Roque,2,0,837,839,0
2018,Region VIII (EASTERN VISAYAS),Victoria,0,0,3414,3414,0
2018,Region VIII (EASTERN VISAYAS),Samar,8723,0,250253,258976,0
2018,Region VIII (EASTERN VISAYAS),Calbayog City,7928,0,140459,148387,0
2018,Region VIII (EASTERN VISAYAS),Catbalogan,795,0,109794,110589,0
2018,Region VIII (EASTERN VISAYAS),Basey,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Marabut,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Paranas,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Southern Leyte,5248,9,164555,169812,0
2018,Region VIII (EASTERN VISAYAS),Hinunangan,137,0,10449,10586,0
2018,Region VIII (EASTERN VISAYAS),Hinundayan,45,0,1392,1437,0
2018,Region VIII (EASTERN VISAYAS),Liloan,65,0,6857,6922,0
2018,Region VIII (EASTERN VISAYAS),Limasawa,0,0,10339,10339,0
2018,Region VIII (EASTERN VISAYAS),Maasin City,2287,0,77024,79311,0
2018,Region VIII (EASTERN VISAYAS),Macrohon,2253,0,22610,24863,0
2018,Region VIII (EASTERN VISAYAS),Padre Burgos,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Pintuyan,0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),San Juan,25,0,1511,1536,0
2018,Region VIII (EASTERN VISAYAS),Saint Bernard,1,0,2743,2744,0
2018,Region VIII (EASTERN VISAYAS),Silago,0,0,601,601,0
2018,Region VIII (EASTERN VISAYAS),Sogod,433,0,27309,27742,0
2018,Region VIII (EASTERN VISAYAS),Tomas Oppus,2,9,3720,3731,0
2018,Region VIII (EASTERN VISAYAS),Others (Southern Leyte),0,0,0,0,0
2018,Region VIII (EASTERN VISAYAS),Tacloban City,23081,2527,534196,559804,0
2018,Region IX (ZAMBOANGA PENINSULA),Region IX (ZAMBOANGA PENINSULA),16830,15400,1096952,1129182,1
2018,Region IX (ZAMBOANGA PENINSULA),Zamboanga del Norte,5389,0,356514,361903,0
2018,Region IX (ZAMBOANGA PENINSULA),Dapitan City,867,0,126091,126958,0
2018,Region IX (ZAMBOANGA PENINSULA),Dipolog City,4458,0,217182,221640,0
2018,Region IX (ZAMBOANGA PENINSULA),Others,64,0,13241,13305,0
2018,Region IX (ZAMBOANGA PENINSULA),Zamboanga del Sur,2469,30,164939,167438,0
2018,Region IX (ZAMBOANGA PENINSULA),Pagadian City,704,0,145449,146153,0
2018,Region IX (ZAMBOANGA PENINSULA),Others,1765,30,19490,21285,0
2018,Region IX (ZAMBOANGA PENINSULA),Zamboanga Sibugay,86,0,85760,85846,0
2018,Region IX (ZAMBOANGA PENINSULA),Isabela City,0,0,0,0,0
2018,Region IX (ZAMBOANGA PENINSULA),Zamboanga City,8886,15370,489739,513995,0
2018,Region X (NORTHERN MINDANAO),Region X (NORTHERN MINDANAO),63444,218,3039362,3103024,1
2018,Region X (NORTHERN MINDANAO),Bukidnon,1988,0,310600,312588,0
2018,Region X (NORTHERN MINDANAO),Malaybalay City,1204,0,83681,84885,0
2018,Region X (NORTHERN MINDANAO),Valencia City,646,0,198467,199113,0
2018,Region X (NORTHERN MINDANAO),Others,138,0,28452,28590,0
2018,Region X (NORTHERN MINDANAO),Camiguin,16231,0,750874,767105,0
2018,Region X (NORTHERN MINDANAO),Lanao del Norte,615,0,39311,39926,0
2018,Region X (NORTHERN MINDANAO),Misamis Occidental,2700,0,573121,575821,0
2018,Region X (NORTHERN MINDANAO),Ozamis City,2528,0,315990,318518,0
2018,Region X (NORTHERN MINDANAO),Tangub City,26,0,24248,24274,0
2018,Region X (NORTHERN MINDANAO),Oroquieta City,122,0,216146,216268,0
2018,Region X (NORTHERN MINDANAO),Others,24,0,16737,16761,0
2018,Region X (NORTHERN MINDANAO),Misamis Oriental,1233,0,173092,174325,0
2018,Region X (NORTHERN MINDANAO),Gingoog City,308,0,122132,122440,0
2018,Region X (NORTHERN MINDANAO),Others,925,0,50960,51885,0
2018,Region X (NORTHERN MINDANAO),Cagayan de Oro City,37477,191,838868,876536,0
2018,Region X (NORTHERN MINDANAO),Iligan City,3200,27,353496,356723,0
2018,Region XI (DAVAO REGION),Region XI (DAVAO REGION),198005,60968,3716546,3975519,1
2018,Region XI (DAVAO REGION),Davao De Oro (ComVal),193,0,563241,563434,0
2018,Region XI (DAVAO REGION),Davao del Norte,6779,18,808895,815692,0
2018,Region XI (DAVAO REGION),Asuncion,0,0,0,0,0
2018,Region XI (DAVAO REGION),Island Garden City of Samal,0,0,0,0,0
2018,Region XI (DAVAO REGION),Kapalong,0,0,0,0,0
2018,Region XI (DAVAO REGION),New Corella,0,0,0,0,0
2018,Region XI (DAVAO REGION),Panabo City,0,0,0,0,0
2018,Region XI (DAVAO REGION),Tagum City,0,0,0,0,0
2018,Region XI (DAVAO REGION),Others,6779,18,808895,815692,0
2018,Region XI (DAVAO REGION),Davao del Sur,4004,2235,34321,40560,0
2018,Region XI (DAVAO REGION),Davao Occcidental,0,0,13100,13100,0
2018,Region XI (DAVAO REGION),Davao Oriental,2534,0,146804,149338,0
2018,Region XI (DAVAO REGION),Davao City,184495,58715,2150185,2393395,0
2018,Region XII (SOCCSSARGEN),Region XII (SOCCSSARGEN),18810,9,1681914,1700733,1
2018,Region XII (SOCCSSARGEN),North Cotabato,79,0,330683,330762,0
2018,Region XII (SOCCSSARGEN),Kidapawan City,79,0,254027,254106,0
2018,Region XII (SOCCSSARGEN),Others (Cotabato Province),0,0,76656,76656,0
2018,Region XII (SOCCSSARGEN),Sarangani,435,0,192364,192799,0
2018,Region XII (SOCCSSARGEN),South Cotabato,4989,9,321590,326588,0
2018,Region XII (SOCCSSARGEN),Koronadal City,4330,9,263523,267862,0
2018,Region XII (SOCCSSARGEN),Others,659,0,58067,58726,0
2018,Region XII (SOCCSSARGEN),Sultan Kudarat,77,0,29342,29419,0
2018,Region XII (SOCCSSARGEN),Tacurong City,77,0,29342,29419,0
2018,Region XII (SOCCSSARGEN),Others,0,0,0,0,0
2018,Region XII (SOCCSSARGEN),Cotabato City,1813,0,172195,174008,0
2018,Region XII (SOCCSSARGEN),General Santos City,11417,0,635740,647157,0
2018,Region XIII (CARAGA),Region XIII (CARAGA),87093,1804,1395520,1484417,1
2018,Region XIII (CARAGA),Agusan del Norte,366,14,62564,62944,0
2018,Region XIII (CARAGA),Cabadbaran City,251,0,43848,44099,0
2018,Region XIII (CARAGA),Others,115,14,18716,18845,0
2018,Region XIII (CARAGA),Agusan del Sur,592,0,188240,188832,0
2018,Region XIII (CARAGA),Bayugan,57,0,18815,18872,0
2018,Region XIII (CARAGA),Others,535,0,169425,169960,0
2018,Region XIII (CARAGA),Dinagat Islands,843,0,86509,87352,0
2018,Region XIII (CARAGA),Surigao del Norte,72133,316,422181,494630,0
2018,Region XIII (CARAGA),Siargao Islands,57037,308,123843,181188,0
2018,Region XIII (CARAGA),Surigao City,14600,8,273611,288219,0
2018,Region XIII (CARAGA),Others,496,0,24727,25223,0
2018,Region XIII (CARAGA),Surigao del Sur,1310,0,273214,274524,0
2018,Region XIII (CARAGA),Bislig City,107,0,48812,48919,0
2018,Region XIII (CARAGA),Tandag City,299,0,90300,90599,0
2018,Region XIII (CARAGA),Others,904,0,134102,135006,0
2018,Region XIII (CARAGA),Butuan City,11849,1474,362812,376135,0
2018,GRAND TOTAL,GRAND TOTAL,8211535,200548,44961494,53373577,1
2019,NCR (National Capital Region),NCR (National Capital Region),1709157,877,1327066,3037100,1
2019,NCR (National Capital Region),Caloocan City,0,0,0,0,0
2019,NCR (National Capital Region),Las Piñas City,0,0,0,0,0
2019,NCR (National Capital Region),Makati City,266807,0,108627,375434,0
2019,NCR (National Capital Region),Malabon City,0,0,197,197,0
2019,NCR (National Capital Region),Mandaluyong City,0,0,0,0,0
2019,NCR (National Capital Region),Manila,251088,0,281927,533015,0
2019,NCR (National Capital Region),Marikina City,0,0,0,0,0
2019,NCR (National Capital Region),Muntinlupa City,242231,0,188892,431123,0
2019,NCR (National Capital Region),Navotas City,0,0,0,0,0
2019,NCR (National Capital Region),Parañaque City,253641,877,259622,514140,0
2019,NCR (National Capital Region),Pasay City,368698,0,304230,672928,0
2019,NCR (National Capital Region),Pasig City,135399,0,6773,142172,0
2019,NCR (National Capital Region),Quezon City,21262,0,81724,102986,0
2019,NCR (National Capital Region),San Juan City,0,0,0,0,0
2019,NCR (National Capital Region),Taguig City,170031,0,95074,265105,0
2019,NCR (National Capital Region),Valenzuela City,0,0,0,0,0
2019,NCR (National Capital Region),Pateros,0,0,0,0,0
2019,CAR (Cordillera Administrative Region),CAR (Cordillera Administrative Region),85066,285,1930049,2015400,1
2019,CAR (Cordillera Administrative Region),Abra,54,0,2894,2948,0
2019,CAR (Cordillera Administrative Region),Apayao,3,0,9492,9495,0
2019,CAR (Cordillera Administrative Region),Benguet,787,0,107847,108634,0
2019,CAR (Cordillera Administrative Region),Ifugao,31594,44,39862,71500,0
2019,CAR (Cordillera Administrative Region),Kalinga,6418,148,101233,107799,0
2019,CAR (Cordillera Administrative Region),Mountain Province,7807,0,170759,178566,0
2019,CAR (Cordillera Administrative Region),Barlig,0,0,0,0,0
2019,CAR (Cordillera Administrative Region),Bauko,0,0,0,0,0
2019,CAR (Cordillera Administrative Region),Sagada,0,0,0,0,0
2019,CAR (Cordillera Administrative Region),Sadanga,0,0,0,0,0
2019,CAR (Cordillera Administrative Region),Tadian,0,0,0,0,0
2019,CAR (Cordillera Administrative Region),Bontoc,0,0,0,0,0
2019,CAR (Cordillera Administrative Region),Baguio City,38403,93,1497962,1536458,0
2019,Region I (ILOCOS REGION),Region I (ILOCOS REGION),80133,39,2182102,2262274,1
2019,Region I (ILOCOS REGION),Ilocos Norte,49017,0,471863,520880,0
2019,Region I (ILOCOS REGION),Bangui,0,0,0,0,0
2019,Region I (ILOCOS REGION),Batac,0,0,0,0,0
2019,Region I (ILOCOS REGION),Burgos,0,0,0,0,0
2019,Region I (ILOCOS REGION),Currimao,195,0,15989,16184,0
2019,Region I (ILOCOS REGION),Laoag City,16744,0,66529,83273,0
2019,Region I (ILOCOS REGION),Pagudpud,30752,0,353449,384201,0
2019,Region I (ILOCOS REGION),Paoay,0,0,0,0,0
2019,Region I (ILOCOS REGION),Pasuquin,0,0,0,0,0
2019,Region I (ILOCOS REGION),San Nicolas,1326,0,35896,37222,0
2019,Region I (ILOCOS REGION),Sarat,0,0,0,0,0
2019,Region I (ILOCOS REGION),Ilocos Sur,6073,0,390949,397022,0
2019,Region I (ILOCOS REGION),Bantay,1074,0,36146,37220,0
2019,Region I (ILOCOS REGION),Candon City,593,0,73381,73974,0
2019,Region I (ILOCOS REGION),Sinait,0,0,0,0,0
2019,Region I (ILOCOS REGION),Vigan City,4406,0,281422,285828,0
2019,Region I (ILOCOS REGION),La Union,17501,39,642556,660096,0
2019,Region I (ILOCOS REGION),Agoo,15,0,36218,36233,0
2019,Region I (ILOCOS REGION),Aringay,0,0,13546,13546,0
2019,Region I (ILOCOS REGION),Bacnotan,11,0,25928,25939,0
2019,Region I (ILOCOS REGION),Baloaon,47,39,5528,5614,0
2019,Region I (ILOCOS REGION),Bangar,0,0,2479,2479,0
2019,Region I (ILOCOS REGION),Bauang,3150,0,99697,102847,0
2019,Region I (ILOCOS REGION),Burgos,0,0,5475,5475,0
2019,Region I (ILOCOS REGION),Caba,150,0,13765,13915,0
2019,Region I (ILOCOS REGION),Luna,0,0,25173,25173,0
2019,Region I (ILOCOS REGION),Naguilian,0,0,4776,4776,0
2019,Region I (ILOCOS REGION),Pugo,813,0,3978,4791,0
2019,Region I (ILOCOS REGION),Rosario,192,0,6645,6837,0
2019,Region I (ILOCOS REGION),San Fernando City,6936,0,85854,92790,0
2019,Region I (ILOCOS REGION),San Juan,5748,0,294166,299914,0
2019,Region I (ILOCOS REGION),Santol,0,0,13634,13634,0
2019,Region I (ILOCOS REGION),Sto. Tomas,40,0,274,314,0
2019,Region I (ILOCOS REGION),Sudipen,399,0,4292,4691,0
2019,Region I (ILOCOS REGION),Tubao,0,0,1128,1128,0
2019,Region I (ILOCOS REGION),Pangasinan,7542,0,676734,684276,0
2019,Region I (ILOCOS REGION),Alaminos,4243,0,159721,163964,0
2019,Region I (ILOCOS REGION),Anda,104,0,9212,9316,0
2019,Region I (ILOCOS REGION),Balungao,36,0,3569,3605,0
2019,Region I (ILOCOS REGION),Bautista,33,0,81,114,0
2019,Region I (ILOCOS REGION),Bolinao,518,0,150395,150913,0
