Year;Region_Code;Region_Name;Province;Location;Level_Original;Foreign_Travelers;OFW;Domestic_Travelers;Total;Level;Latitude;Longitude
2016;Region VIII;Region VIII (EASTERN VISAYAS);Samar;Calbayog City;City/Municipality;5211;0;119686;124897;City/Municipality;11,244;125,0039
2016;Region VIII;Region VIII (EASTERN VISAYAS);Samar;Catbalogan;City/Municipality;16302;0;34411;50713;City/Municipality;11,244;125,0039
2016;Region VIII;Region VIII (EASTERN VISAYAS);Samar;Marabut;City/Municipality;349;0;1898;2247;City/Municipality;11,244;125,0039
2016;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Southern Leyte;Province;3013;12;123182;126207;Province;11,244;125,0039
2016;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Hinunangan;City/Municipality;0;0;4627;4627;City/Municipality;11,244;125,0039
2016;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Hinundayan;City/Municipality;10;12;719;741;City/Municipality;11,244;125,0039
2016;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Limasawa;City/Municipality;662;0;7339;8001;City/Municipality;11,244;125,0039
2016;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Maasin City;City/Municipality;1846;0;73432;75278;City/Municipality;11,244;125,0039
2016;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Macrohon;City/Municipality;270;0;4615;4885;City/Municipality;11,244;125,0039
2016;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Pintuyan;City/Municipality;66;0;0;66;City/Municipality;11,244;125,0039
2016;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Saint Bernard;City/Municipality;0;0;1760;1760;City/Municipality;11,244;125,0039
2016;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Sogod;City/Municipality;70;0;26264;26334;City/Municipality;11,244;125,0039
2016;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Others;City/Municipality;89;0;4426;4515;City/Municipality;11,244;125,0039
2016;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Tacloban City;City/Municipality;16001;2059;497818;515878;City/Municipality;11,244;125,0039
2016;Region IX;Region IX (ZAMBOANGA PENINSULA);;Region IX (ZAMBOANGA PENINSULA);Region;12028;13267;653812;679107;Region;8,1527;123,2577
2016;Region IX;Region IX (ZAMBOANGA PENINSULA);Zamboanga del Norte;Zamboanga del Norte;Province;7211;0;243105;250316;Province;8,1527;123,2577
2016;Region IX;Region IX (ZAMBOANGA PENINSULA);Zamboanga del Norte;Dapitan City;City/Municipality;431;0;50801;51232;City/Municipality;8,1527;123,2577
2016;Region IX;Region IX (ZAMBOANGA PENINSULA);Zamboanga del Norte;Dipolog City;City/Municipality;6780;0;192304;199084;City/Municipality;8,1527;123,2577
2016;Region IX;Region IX (ZAMBOANGA PENINSULA);Zamboanga Sibugay;Zamboanga Sibugay;Province;0;0;11737;11737;Province;8,1527;123,2577
2016;Region IX;Region IX (ZAMBOANGA PENINSULA);Zamboanga Sibugay;Zamboanga City;City/Municipality;4817;13267;398970;417054;City/Municipality;8,1527;123,2577
2016;Region X;Region X (NORTHERN MINDANAO);;Region X (NORTHERN MINDANAO);Region;91855;3106;2511194;2606155;Region;8,022;124,622
2016;Region X;Region X (NORTHERN MINDANAO);Bukidnon;Bukidnon;Province;4778;72;283236;288086;Province;8,022;124,622
2016;Region X;Region X (NORTHERN MINDANAO);Bukidnon;Malaybalay City;City/Municipality;1915;0;34351;36266;City/Municipality;8,022;124,622
2016;Region X;Region X (NORTHERN MINDANAO);Bukidnon;Valencia City;City/Municipality;2780;0;229260;232040;City/Municipality;8,022;124,622
2016;Region X;Region X (NORTHERN MINDANAO);Bukidnon;Others;City/Municipality;83;72;19625;19780;City/Municipality;8,022;124,622
2016;Region X;Region X (NORTHERN MINDANAO);Camiguin;Camiguin;Province;12882;0;620643;633525;Province;8,022;124,622
2016;Region X;Region X (NORTHERN MINDANAO);Lanao del Norte;Lanao del Norte;Province;426;0;30854;31280;Province;8,022;124,622
2016;Region X;Region X (NORTHERN MINDANAO);Misamis Occidental;Misamis Occidental;Province;3516;0;744770;748286;Province;8,022;124,622
2016;Region X;Region X (NORTHERN MINDANAO);Misamis Occidental;Ozamis City;City/Municipality;2635;0;370111;372746;City/Municipality;8,022;124,622
2016;Region X;Region X (NORTHERN MINDANAO);Misamis Occidental;Tangub City;City/Municipality;30;0;20216;20246;City/Municipality;8,022;124,622
2016;Region X;Region X (NORTHERN MINDANAO);Misamis Occidental;Oroquieta City;City/Municipality;124;0;94766;94890;City/Municipality;8,022;124,622
2016;Region X;Region X (NORTHERN MINDANAO);Misamis Oriental;Misamis Oriental;Province;3657;0;51570;55227;Province;8,022;124,622
2016;Region X;Region X (NORTHERN MINDANAO);Misamis Oriental;Gingoog City;City/Municipality;416;0;38560;38976;City/Municipality;8,022;124,622
2016;Region X;Region X (NORTHERN MINDANAO);Misamis Oriental;Cagayan de Oro City;City/Municipality;65655;3034;705132;773821;City/Municipality;8,022;124,622
2016;Region X;Region X (NORTHERN MINDANAO);Misamis Oriental;Iligan City;City/Municipality;941;0;74989;75930;City/Municipality;8,022;124,622
2016;Region XI;Region XI (DAVAO REGION);;Region XI (DAVAO REGION);Region;167705;23386;3112225;3303316;Region;7,3041;125,68
2016;Region XI;Region XI (DAVAO REGION);Compostela Valley;Compostela Valley;Province;436;0;130181;130617;Province;7,3041;125,68
2016;Region XI;Region XI (DAVAO REGION);Davao del Norte;Davao del Norte;Province;40542;130;976614;1017286;Province;7,3041;125,68
2016;Region XI;Region XI (DAVAO REGION);Davao del Norte;Island Garden City of Samal;City/Municipality;12069;65;284745;296879;City/Municipality;7,3041;125,68
2016;Region XI;Region XI (DAVAO REGION);Davao del Norte;Others;City/Municipality;28473;65;691869;720407;City/Municipality;7,3041;125,68
2016;Region XI;Region XI (DAVAO REGION);Davao del Sur;Davao del Sur;Province;580;0;35344;35924;Province;7,3041;125,68
2016;Region XI;Region XI (DAVAO REGION);Davao del Sur;Davao Occcidental;City/Municipality;2;0;5000;5002;City/Municipality;7,3041;125,68
2016;Region XI;Region XI (DAVAO REGION);Davao Oriental;Davao Oriental;Province;1795;0;248862;250657;Province;7,3041;125,68
2016;Region XI;Region XI (DAVAO REGION);Davao Oriental;Davao City;City/Municipality;124350;23256;1716224;1863830;City/Municipality;7,3041;125,68
2016;Region XII;Region XII (SOCCSSARGEN);;Region XII (SOCCSSARGEN);Region;46872;0;988485;1035357;Region;6,27;124,686
2016;Region XII;Region XII (SOCCSSARGEN);North Cotabato;North Cotabato;Province;1140;0;81108;82248;Province;6,27;124,686
2016;Region XII;Region XII (SOCCSSARGEN);North Cotabato;Kidapawan City;City/Municipality;1140;0;81108;82248;City/Municipality;6,27;124,686
2016;Region XII;Region XII (SOCCSSARGEN);Sarangani;Sarangani;Province;11253;0;87556;98809;Province;6,27;124,686
2016;Region XII;Region XII (SOCCSSARGEN);South Cotabato;South Cotabato;Province;856;0;107492;108348;Province;6,27;124,686
2016;Region XII;Region XII (SOCCSSARGEN);South Cotabato;Koronadal City;City/Municipality;0;0;78052;78052;City/Municipality;6,27;124,686
2016;Region XII;Region XII (SOCCSSARGEN);South Cotabato;Others;City/Municipality;856;0;29440;30296;City/Municipality;6,27;124,686
2016;Region XII;Region XII (SOCCSSARGEN);Sultan Kudarat;Sultan Kudarat;Province;139;0;28939;29078;Province;6,27;124,686
2016;Region XII;Region XII (SOCCSSARGEN);Sultan Kudarat;Tacurong City;City/Municipality;88;0;23915;24003;City/Municipality;6,27;124,686
2016;Region XII;Region XII (SOCCSSARGEN);Cotabato Province;Cotabato Province;Province;9;0;47087;47096;Province;6,27;124,686
2016;Region XII;Region XII (SOCCSSARGEN);Cotabato City;Cotabato City;Province;24908;0;122134;147043;Province;6,27;124,686
2016;Region XII;Region XII (SOCCSSARGEN);Cotabato City;General Santos City;City/Municipality;8567;0;514168;522735;City/Municipality;6,27;124,686
2016;Region XIII;Region XIII (CARAGA);;Region XIII (CARAGA);Region;64119;3172;1071564;1138855;Region;8,9456;125,545
2016;Region XIII;Region XIII (CARAGA);Agusan del Norte;Agusan del Norte;Province;507;68;48226;48801;Province;8,9456;125,545
2016;Region XIII;Region XIII (CARAGA);Agusan del Norte;Cabadbaran City;City/Municipality;373;68;28866;29307;City/Municipality;8,9456;125,545
2016;Region XIII;Region XIII (CARAGA);Agusan del Norte;Others;City/Municipality;134;0;19360;19494;City/Municipality;8,9456;125,545
2016;Region XIII;Region XIII (CARAGA);Agusan del Sur;Agusan del Sur;Province;126;0;156169;156295;Province;8,9456;125,545
2016;Region XIII;Region XIII (CARAGA);Dinagat Islands;Dinagat Islands;Province;1065;161;48194;49420;Province;8,9456;125,545
2016;Region XIII;Region XIII (CARAGA);Surigao del Norte;Surigao del Norte;Province;41825;656;437491;479972;Province;8,9456;125,545
2016;Region XIII;Region XIII (CARAGA);Surigao del Norte;Surigao City;City/Municipality;13129;200;286650;299979;City/Municipality;8,9456;125,545
2016;Region XIII;Region XIII (CARAGA);Surigao del Sur;Surigao del Sur;Province;2350;0;225883;228233;Province;8,9456;125,545
2016;Region XIII;Region XIII (CARAGA);Surigao del Sur;Bislig City;City/Municipality;1289;0;44842;46131;City/Municipality;8,9456;125,545
2016;Region XIII;Region XIII (CARAGA);Surigao del Sur;Tandag City;City/Municipality;263;0;99886;100149;City/Municipality;8,9456;125,545
2016;Region XIII;Region XIII (CARAGA);Surigao del Sur;Butuan City;City/Municipality;18246;2287;155601;176134;City/Municipality;8,9456;125,545
2017;NCR;NCR (National Capital Region);;NCR (National Capital Region);Region;321040;3706;392061;716807;Region;14,5995;120,9842
2017;NCR;NCR (National Capital Region);;Manila;City/Municipality;208069;3706;203086;414861;City/Municipality;14,5995;120,9842
2017;NCR;NCR (National Capital Region);;Pasay City;City/Municipality;112971;0;188975;301946;City/Municipality;14,5995;120,9842
2017;CAR;CAR (Cordillera Administrative Region);;CAR (Cordillera Administrative Region);Region;100660;2120;1866927;1969707;Region;17,351;121,172
2017;CAR;CAR (Cordillera Administrative Region);Abra;Abra;Province;106;0;263;369;Province;17,351;121,172
2017;CAR;CAR (Cordillera Administrative Region);Apayao;Apayao;Province;12;168;2435;2615;Province;17,351;121,172
2017;CAR;CAR (Cordillera Administrative Region);Benguet;Benguet;Province;4301;1546;80341;86188;Province;17,351;121,172
2017;CAR;CAR (Cordillera Administrative Region);Ifugao;Ifugao;Province;27016;164;44165;71345;Province;17,351;121,172
2017;CAR;CAR (Cordillera Administrative Region);Kalinga;Kalinga;Province;8566;0;111211;119777;Province;17,351;121,172
2017;CAR;CAR (Cordillera Administrative Region);Mountain Province;Mountain Province;Province;12398;0;155267;167665;Province;17,351;121,172
2017;CAR;CAR (Cordillera Administrative Region);Baguio City;Baguio City;Province;48261;242;1473245;1521748;Province;17,351;121,172
2017;Region I;Region I (ILOCOS REGION);;Region I (ILOCOS REGION);Region;104908;1898;2276097;2382903;Region;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Ilocos Norte;Ilocos Norte;Province;56253;1535;579460;637248;Province;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Ilocos Norte;Currimao;City/Municipality;436;0;32136;32572;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Ilocos Norte;Laoag City;City/Municipality;12150;1535;177460;191145;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Ilocos Norte;Pagudpud;City/Municipality;42341;0;334541;376882;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Ilocos Norte;Paoay;City/Municipality;0;0;6197;6197;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Ilocos Norte;Pasuquin;City/Municipality;0;0;3805;3805;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Ilocos Norte;San Nicolas;City/Municipality;1326;0;25321;26647;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Ilocos Sur;Ilocos Sur;Province;6585;0;388610;395195;Province;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Ilocos Sur;Bantay;City/Municipality;1752;0;66460;68212;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Ilocos Sur;Candon City;City/Municipality;482;0;20201;20683;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Ilocos Sur;Vigan City;City/Municipality;4351;0;301949;306300;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);La Union;La Union;Province;27915;363;563154;591432;Province;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);La Union;Agoo;City/Municipality;0;0;35686;35686;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);La Union;Aringay;City/Municipality;0;0;28576;28576;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);La Union;Bacnotan;City/Municipality;0;0;28791;28791;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);La Union;Baloaon;City/Municipality;0;0;10675;10675;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);La Union;Bauang;City/Municipality;11669;0;72191;83860;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);La Union;Luna;City/Municipality;0;0;41002;41002;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);La Union;Naguilian;City/Municipality;0;0;3203;3203;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);La Union;Pugo;City/Municipality;0;0;9537;9537;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);La Union;Rosario;City/Municipality;2;0;7420;7422;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);La Union;San Fernando City;City/Municipality;6890;363;109146;116399;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);La Union;San Juan;City/Municipality;9024;0;209913;218937;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);La Union;Santol;City/Municipality;0;0;3025;3025;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);La Union;Sto. Tomas;City/Municipality;34;0;280;314;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);La Union;Sudipen;City/Municipality;296;0;3709;4005;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Pangasinan;Pangasinan;Province;14155;0;744873;759028;Province;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Pangasinan;Alaminos;City/Municipality;2279;0;24857;27136;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Pangasinan;Anda;City/Municipality;775;0;30599;31374;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Pangasinan;Bolinao;City/Municipality;2652;0;180816;183468;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Pangasinan;Bugallion;City/Municipality;19;0;10213;10232;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Pangasinan;Dagupan City;City/Municipality;289;0;101114;101403;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Pangasinan;Labrador;City/Municipality;724;0;17729;18453;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Pangasinan;Lingayen;City/Municipality;5144;0;181472;186616;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Pangasinan;San Fabian;City/Municipality;32;0;110720;110752;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Pangasinan;Urdaneta City;City/Municipality;2198;0;83585;85783;City/Municipality;16,0832;120,62
2017;Region I;Region I (ILOCOS REGION);Pangasinan;Villasis;City/Municipality;43;0;3768;3811;City/Municipality;16,0832;120,62
2017;Region II;Region II (CAGAYAN VALLEY);;Region II (CAGAYAN VALLEY);Region;293018;236;710698;1003952;Region;17,6132;121,727
2017;Region II;Region II (CAGAYAN VALLEY);Batanes;Batanes;Province;1492;0;29352;30844;Province;17,6132;121,727
2017;Region II;Region II (CAGAYAN VALLEY);Cagayan;Cagayan;Province;285773;176;224669;510618;Province;17,6132;121,727
2017;Region II;Region II (CAGAYAN VALLEY);Cagayan;Tuguegarao City;City/Municipality;4474;68;124413;128955;City/Municipality;17,6132;121,727
2017;Region II;Region II (CAGAYAN VALLEY);Cagayan;Others;City/Municipality;281299;108;100256;381663;City/Municipality;17,6132;121,727
2017;Region II;Region II (CAGAYAN VALLEY);Isabela;Isabela;Province;4609;8;318663;323280;Province;17,6132;121,727
2017;Region II;Region II (CAGAYAN VALLEY);Isabela;Cauayan City;City/Municipality;1549;0;96825;98374;City/Municipality;17,6132;121,727
2017;Region II;Region II (CAGAYAN VALLEY);Isabela;Ilagan City;City/Municipality;549;0;25076;25625;City/Municipality;17,6132;121,727
2017;Region II;Region II (CAGAYAN VALLEY);Isabela;Santiago City;City/Municipality;2042;8;165303;167353;City/Municipality;17,6132;121,727
2017;Region II;Region II (CAGAYAN VALLEY);Nueva Vizcaya;Nueva Vizcaya;Province;1081;52;129102;130235;Province;17,6132;121,727
2017;Region II;Region II (CAGAYAN VALLEY);Quirino;Quirino;Province;63;0;8912;8975;Province;17,6132;121,727
2017;Region III;Region III (CENTRAL LUZON);;Region III (CENTRAL LUZON);Region;367307;21906;3513824;3903037;Region;15,4755;120,596
2017;Region III;Region III (CENTRAL LUZON);Aurora;Aurora;Province;95;20;166223;166338;Province;15,4755;120,596
2017;Region III;Region III (CENTRAL LUZON);Bataan;Bataan;Province;27127;0;453790;480917;Province;15,4755;120,596
2017;Region III;Region III (CENTRAL LUZON);Bulacan;Bulacan;Province;4451;0;284383;288834;Province;15,4755;120,596
2017;Region III;Region III (CENTRAL LUZON);Nueva Ecija;Nueva Ecija;Province;1848;0;78657;80505;Province;15,4755;120,596
2017;Region III;Region III (CENTRAL LUZON);Pampanga;Pampanga;Province;104889;18847;182150;305886;Province;15,4755;120,596
2017;Region III;Region III (CENTRAL LUZON);Pampanga;Clark;City/Municipality;171463;2116;325074;498653;City/Municipality;15,4755;120,596
2017;Region III;Region III (CENTRAL LUZON);Pampanga;Tarlac City;City/Municipality;2830;2;8906;11738;City/Municipality;15,4755;120,596
2017;Region III;Region III (CENTRAL LUZON);Zambales;Zambales;Province;21891;0;361796;383687;Province;15,4755;120,596
2017;Region III;Region III (CENTRAL LUZON);Zambales;SBMA;City/Municipality;32713;921;1652845;1686479;City/Municipality;15,4755;120,596
2017;Region IV-A;Region IV-A CALABARZON;;Region IV-A CALABARZON;Region;282897;690;4848156;5131743;Region;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Batangas;Province;59612;334;1448737;1508683;Province;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Alitagtag;City/Municipality;0;0;9419;9419;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Balayan;City/Municipality;630;0;74896;75526;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Batangas City;City/Municipality;5609;0;140989;146598;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Balete;City/Municipality;0;0;15772;15772;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Bauan;City/Municipality;87;0;252;339;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Calatagan;City/Municipality;3027;0;54313;57340;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Cuenca;City/Municipality;0;0;14336;14336;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Lemery;City/Municipality;137;0;2059;2196;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Lian;City/Municipality;0;0;138741;138741;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Lipa City;City/Municipality;12431;0;37660;50091;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Lobo;City/Municipality;29;0;10461;10490;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Mabini;City/Municipality;0;0;150766;150766;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Malvar;City/Municipality;1594;0;15605;17199;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Mataas na Kahoy;City/Municipality;0;0;32144;32144;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Nasugbu;City/Municipality;8789;334;269640;278763;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;San Juan;City/Municipality;1196;0;313260;314456;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Santo Tomas;City/Municipality;26083;0;46909;72992;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Batangas;Talisay;City/Municipality;0;0;121515;121515;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Cavite;Cavite;Province;134528;0;788316;922844;Province;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Cavite;Tagaytay City;City/Municipality;78852;0;709672;788524;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Cavite;Trece Martirez;City/Municipality;55676;0;78644;134320;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Laguna;Laguna;Province;79766;96;1193830;1273692;Province;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Laguna;Calamba City;City/Municipality;34132;0;869819;903951;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Laguna;Los;City/Municipality;0;0;148007;148164;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Laguna;Lumban;City/Municipality;1213;0;95048;96261;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Laguna;Majayjay;City/Municipality;992;0;4883;5875;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Laguna;Nagcarlan;City/Municipality;114;96;6275;6485;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Rizal;Rizal;Province;8504;0;13909;22413;Province;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Rizal;San Pablo;City/Municipality;84;0;1056;1140;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Rizal;Sta. Rosa City;City/Municipality;34534;0;38363;72897;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Rizal;Victoria;City/Municipality;36;0;16470;16506;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Quezon;Province;4443;260;637414;642117;Province;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Agdangan;City/Municipality;0;0;24322;24322;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Alamat;City/Municipality;27;0;1351;1378;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Atimonan;City/Municipality;0;0;18134;18134;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Buenavista;City/Municipality;0;0;1408;1408;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Burdeos;City/Municipality;0;0;250;250;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Calauag;City/Municipality;0;0;170;170;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Catanauan;City/Municipality;520;0;11312;11832;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Candelaria;City/Municipality;209;0;1356;1565;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Dolores;City/Municipality;1900;0;105109;107009;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Gen. Nakar;City/Municipality;0;0;13349;13349;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Gumaca;City/Municipality;120;0;12921;13041;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Infanta;City/Municipality;0;0;974;974;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Jomalig;City/Municipality;0;0;43892;43892;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Lucban;City/Municipality;0;0;1826;1826;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Macelolon;City/Municipality;0;0;805;805;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Mauban;City/Municipality;519;0;63863;64382;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Padre Burgos;City/Municipality;0;0;2689;2689;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Pagbilao;City/Municipality;0;0;59325;59325;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Patnanungan;City/Municipality;0;0;564;564;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Plaridel;City/Municipality;145;0;921;1066;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Polillo;City/Municipality;0;0;12395;12395;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Real;City/Municipality;0;0;43892;43892;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;San Andres;City/Municipality;0;0;11607;11607;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;San Antonio;City/Municipality;0;0;4506;4506;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Sariaya;City/Municipality;497;0;92402;92899;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Tagkawayan;City/Municipality;0;0;14662;14662;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Tayabas;City/Municipality;0;0;42361;42361;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Tiaong;City/Municipality;483;260;23489;24232;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Quezon;Unisan;City/Municipality;0;0;627;627;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Rizal;Antipolo City;City/Municipality;2427;0;209834;212261;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Rizal;Binangonan;City/Municipality;0;0;12346;12346;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Rizal;Cainta;City/Municipality;0;0;1484;1484;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Rizal;Pililia;City/Municipality;0;0;4840;4840;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Rizal;Rodriguez;City/Municipality;0;0;177915;177915;City/Municipality;14,1008;121,0794
2017;Region IV-A;Region IV-A CALABARZON;Rizal;Tanay;City/Municipality;2121;0;302864;304985;City/Municipality;14,1008;121,0794
