Year;Region_Code;Region_Name;Province;Location;Level_Original;Foreign_Travelers;OFW;Domestic_Travelers;Total;Level;Latitude;Longitude
2019;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Pototan;City/Municipality;47;1;6729;6777;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;San Dionisio;City/Municipality;7;0;599;606;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;San Joaquin;City/Municipality;280;0;22825;23105;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;San Miguel;City/Municipality;308;0;15636;15944;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Sara;City/Municipality;63;1;1520;1584;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Sta. Barbara;City/Municipality;184;0;7193;7377;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Tigbauan;City/Municipality;526;0;10496;11022;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Tubungan;City/Municipality;0;0;66;66;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Iloilo Province;Zarraga;City/Municipality;4;0;863;867;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Negros Occidental;Province;25189;131;755825;781145;Province;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Bago;City/Municipality;178;0;22291;22469;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Binalbagan;City/Municipality;26;0;7384;7410;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Cadiz;City/Municipality;3638;0;48183;51821;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Calatrava;City/Municipality;5;0;3164;3169;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Hinigaran;City/Municipality;17;0;10635;10652;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Hinobaan;City/Municipality;1639;131;16872;18642;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Kabankalan;City/Municipality;1424;0;63476;64900;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;La Carlota;City/Municipality;86;0;34386;34472;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Manapla;City/Municipality;753;0;7041;7794;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Murcia;City/Municipality;3909;0;300268;304177;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Sagay;City/Municipality;148;0;23161;23309;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;San Carlos;City/Municipality;758;0;67553;68311;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;San Enrique;City/Municipality;66;0;47874;47940;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Silay;City/Municipality;0;0;8224;8224;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Sipalay;City/Municipality;12027;0;51443;63470;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Talisay;City/Municipality;515;0;39118;39633;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Negros Occidental;Victorias;City/Municipality;0;0;4752;4752;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Bacolod City;Bacolod City;Province;72870;0;731041;803911;City/Municipality;11,005;122,5373
2019;Region VI;Region VI (WESTERN VISAYAS);Iloilo City;Iloilo City;Province;64331;8467;1098722;1171520;City/Municipality;11,005;122,5373
2019;Region VII;Region VII (CENTRAL VISAYAS);;Region VII (CENTRAL VISAYAS);Region;4267590;40636;5116084;9424310;Region;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Bohol;Province;720364;6687;854853;1581904;Province;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Alicia;City/Municipality;0;0;546;546;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Anda;City/Municipality;11132;84;10389;21605;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Antequera;City/Municipality;77;0;57;134;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Baclayon;City/Municipality;859;5;4907;5771;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Bilar;City/Municipality;955;105;2009;3069;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Buenavista;City/Municipality;3;0;236;239;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Calape;City/Municipality;946;20;1078;2044;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Candijay;City/Municipality;31;0;1011;1042;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Carmen;City/Municipality;3264;0;6550;9814;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Danao;City/Municipality;60;0;420;480;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Dauis;City/Municipality;36451;4;29047;65502;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Garcia Hernandez;City/Municipality;295;0;4033;4328;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Guindulman;City/Municipality;137;0;1768;1905;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Inabanga;City/Municipality;0;0;603;603;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Jagna;City/Municipality;799;7;12552;13358;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Lila;City/Municipality;111;0;500;611;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Loon;City/Municipality;2058;0;1171;3229;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Loboc;City/Municipality;3154;0;1157;4311;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Maribojoc;City/Municipality;321;0;2187;2508;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Panglao;City/Municipality;607452;4395;423700;1035547;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Sikatuna;City/Municipality;0;0;2437;2437;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Tagbilaran;City/Municipality;51024;2067;282802;335893;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Talibon;City/Municipality;463;0;24365;24828;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Tubigon;City/Municipality;262;0;7172;7434;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Ubay;City/Municipality;29;0;29961;29990;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Bohol;Valencia;City/Municipality;481;0;4195;4676;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Cebu;Province;443293;4532;641113;1088938;Province;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Alcoy;City/Municipality;3155;0;13693;16848;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Alegria;City/Municipality;125;0;15885;16010;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Aloquinsan;City/Municipality;11;0;2822;2833;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Argao;City/Municipality;432;30;13818;14280;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Asturias;City/Municipality;201;0;4056;4257;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Badian;City/Municipality;8137;49;24044;32230;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Balamban;City/Municipality;551;0;5241;5792;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Bantayan;City/Municipality;103;0;6673;6776;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Barili;City/Municipality;468;0;2373;2841;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Bogo City;City/Municipality;1136;0;39003;40139;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Borbon;City/Municipality;26;0;349;375;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Boljoon;City/Municipality;870;0;2172;3042;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Carcar;City/Municipality;807;0;4463;5270;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;City of Naga;City/Municipality;116;0;2321;2437;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Cordova;City/Municipality;143287;0;22004;165291;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Daanbantayan;City/Municipality;95113;2111;21450;118674;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Dalaguete;City/Municipality;722;0;17268;17990;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Danao City;City/Municipality;132;0;52707;52839;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Ginatilan;City/Municipality;48;0;388;436;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Medellin;City/Municipality;32348;0;19090;51438;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Moalboal;City/Municipality;40115;59;25969;66143;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Oslob;City/Municipality;42030;1696;34817;78543;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Pinamungahan;City/Municipality;298;0;21326;21624;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Poro;City/Municipality;506;0;2590;3096;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Ronda;City/Municipality;931;0;1409;2340;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Samboan;City/Municipality;3218;0;4756;7974;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;San Fernando;City/Municipality;5004;0;272;5276;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;San Francisco;City/Municipality;9992;0;18452;28444;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;San Remegio;City/Municipality;21915;0;102016;123931;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Santander;City/Municipality;5947;0;3024;8971;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Santa Fe;City/Municipality;24619;587;143313;168519;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Sogod;City/Municipality;288;0;2731;3019;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Tabogon;City/Municipality;384;0;3259;3643;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Tuburan;City/Municipality;5;0;4772;4777;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu;Tudela;City/Municipality;253;0;2587;2840;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;Negros Oriental;Province;87521;534;937352;1025407;Province;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;Amlan;City/Municipality;299;0;1352;1651;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;Bacong;City/Municipality;638;0;2045;2683;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;Bais;City/Municipality;3258;0;4850;8108;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;Basay;City/Municipality;472;0;6244;6716;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;Bayawan;City/Municipality;696;0;12961;13657;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;Canlaon;City/Municipality;164;0;14409;14573;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;Dauin;City/Municipality;10736;0;4625;15361;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;Dumaguete;City/Municipality;55847;395;798419;854661;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;Guijulngan;City/Municipality;19;0;10484;10503;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;La Libertad;City/Municipality;144;0;4699;4843;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;Jimalaud;City/Municipality;22;0;151;173;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;Mabinay;City/Municipality;652;0;29420;30072;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;Manjuyod;City/Municipality;340;18;10709;11067;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;San Jose;City/Municipality;926;0;1800;2726;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;Siaton;City/Municipality;1707;0;8784;10491;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;Sibulan;City/Municipality;1282;0;1343;2625;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;Tanjay;City/Municipality;7;0;11369;11376;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Negros Oriental;Zamboanguita;City/Municipality;1824;121;716;2661;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Siquijor;Siquijor;Province;85713;0;82653;168366;Province;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Siquijor;E. Villanueva;City/Municipality;757;0;527;1284;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Siquijor;Larena;City/Municipality;2652;0;9022;11674;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Siquijor;Lazi;City/Municipality;2621;0;3503;6124;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Siquijor;Maria;City/Municipality;2004;0;7766;9770;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Siquijor;San Juan;City/Municipality;64951;0;32824;97775;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Cebu City;Cebu City;Province;1055235;25825;1788749;2869809;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Lapu-lapu City;Lapu-lapu City;Province;1457184;2979;372892;1833055;City/Municipality;10,3157;123,8854
2019;Region VII;Region VII (CENTRAL VISAYAS);Mandaue City;Mandaue City;Province;418280;79;438472;856831;City/Municipality;10,3157;123,8854
2019;Region VIII;Region VIII (EASTERN VISAYAS);;Region VIII (EASTERN VISAYAS);Region;51864;2928;1582776;1637568;Region;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Biliran;Biliran;Province;2251;0;32531;34782;Province;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Biliran;Almeria;City/Municipality;515;0;4071;4586;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Biliran;Cabucgayan;City/Municipality;114;0;601;715;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Biliran;Culaba;City/Municipality;77;0;733;810;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Biliran;Kawayan;City/Municipality;17;0;95;112;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Biliran;Naval;City/Municipality;1528;0;27031;28559;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Eastern Samar;Eastern Samar;Province;912;0;76064;76976;Province;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Eastern Samar;Borongan City;City/Municipality;653;0;52522;53175;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Eastern Samar;Guiuan;City/Municipality;259;0;23542;23801;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Leyte;Leyte;Province;11421;0;396218;407639;Province;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Leyte;Baybay City;City/Municipality;809;0;103380;104189;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Leyte;Javier;City/Municipality;0;0;11350;11350;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Leyte;Ormoc City;City/Municipality;9313;0;272512;281825;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Leyte;Palo;City/Municipality;1299;0;8976;10275;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Northern Samar;Northern Samar;Province;647;0;110514;111161;Province;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Northern Samar;Allen;City/Municipality;159;0;14514;14673;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Northern Samar;Biri;City/Municipality;75;0;1106;1181;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Northern Samar;Bobon;City/Municipality;51;0;2389;2440;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Northern Samar;Capul;City/Municipality;2;0;2702;2704;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Northern Samar;Catarman;City/Municipality;156;0;62595;62751;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Northern Samar;Gamay;City/Municipality;0;0;383;383;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Northern Samar;Las Navas;City/Municipality;0;0;5115;5115;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Northern Samar;Laoang;City/Municipality;15;0;469;484;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Northern Samar;Lavezares;City/Municipality;0;0;173;173;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Northern Samar;Mondragon;City/Municipality;3;0;71;74;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Northern Samar;San Antonio;City/Municipality;143;0;19354;19497;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Northern Samar;San Roque;City/Municipality;15;0;654;669;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Northern Samar;Victoria;City/Municipality;28;0;989;1017;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Samar;Samar;Province;6498;0;239608;246106;Province;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Samar;Calbayog City;City/Municipality;6498;0;126934;133432;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Samar;Catbalogan;City/Municipality;0;0;112674;112674;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Southern Leyte;Province;4333;1892;164155;170380;Province;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Hinunangan;City/Municipality;0;0;3442;3442;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Hinundayan;City/Municipality;166;0;1230;1396;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Liloan;City/Municipality;514;0;10243;10757;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Limasawa;City/Municipality;137;0;4069;4206;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Maasin City;City/Municipality;2667;0;79970;82637;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Macrohon;City/Municipality;328;0;13728;14056;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Padre Burgos;City/Municipality;0;1892;1894;3786;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Pintuyan;City/Municipality;511;0;0;511;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Saint Bernard;City/Municipality;0;0;2530;2530;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Sogod;City/Municipality;0;0;32676;32676;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Southern Leyte;Others (Southern Leyte);City/Municipality;10;0;14373;14383;City/Municipality;11,244;125,0039
2019;Region VIII;Region VIII (EASTERN VISAYAS);Tacloban City;Tacloban City;Province;25802;1036;563686;590524;City/Municipality;11,244;125,0039
2019;Region IX;Region IX (ZAMBOANGA PENINSULA);;Region IX (ZAMBOANGA PENINSULA);Region;12114;13373;1147770;1173257;Region;8,1527;123,2577
2019;Region IX;Region IX (ZAMBOANGA PENINSULA);Zamboanga del Norte;Zamboanga del Norte;Province;4874;252;518360;523486;Province;8,1527;123,2577
2019;Region IX;Region IX (ZAMBOANGA PENINSULA);Zamboanga del Norte;Dapitan City;City/Municipality;1440;50;101465;102955;City/Municipality;8,1527;123,2577
2019;Region IX;Region IX (ZAMBOANGA PENINSULA);Zamboanga del Norte;Dipolog City;City/Municipality;3148;97;406149;409394;City/Municipality;8,1527;123,2577
2019;Region IX;Region IX (ZAMBOANGA PENINSULA);Zamboanga del Norte;Others;City/Municipality;286;105;10746;11137;City/Municipality;8,1527;123,2577
2019;Region IX;Region IX (ZAMBOANGA PENINSULA);Zamboanga del Sur;Zamboanga del Sur;Province;489;11;165940;166440;Province;8,1527;123,2577
2019;Region IX;Region IX (ZAMBOANGA PENINSULA);Zamboanga del Sur;Pagadian City;City/Municipality;489;11;49280;49780;City/Municipality;8,1527;123,2577
2019;Region IX;Region IX (ZAMBOANGA PENINSULA);Zamboanga Sibugay;Zamboanga Sibugay;Province;60;0;60462;60522;Province;8,1527;123,2577
2019;Region IX;Region IX (ZAMBOANGA PENINSULA);Isabela City;Isabela City;Province;0;6;15155;15161;Province;8,1527;123,2577
2019;Region IX;Region IX (ZAMBOANGA PENINSULA);Zamboanga City;Zamboanga City;Province;6691;13104;387853;407648;City/Municipality;8,1527;123,2577
2019;Region X;Region X (NORTHERN MINDANAO);;Region X (NORTHERN MINDANAO);Region;60799;0;2736274;2797073;Region;8,022;124,622
2019;Region X;Region X (NORTHERN MINDANAO);Bukidnon;Bukidnon;Province;549;0;185639;186188;Province;8,022;124,622
2019;Region X;Region X (NORTHERN MINDANAO);Bukidnon;Malaybalay City;City/Municipality;199;0;17931;18130;City/Municipality;8,022;124,622
2019;Region X;Region X (NORTHERN MINDANAO);Bukidnon;Valencia City;City/Municipality;350;0;163052;163402;City/Municipality;8,022;124,622
2019;Region X;Region X (NORTHERN MINDANAO);Bukidnon;Others;City/Municipality;0;0;4656;4656;City/Municipality;8,022;124,622
2019;Region X;Region X (NORTHERN MINDANAO);Camiguin;Camiguin;Province;13749;0;790996;804745;Province;8,022;124,622
2019;Region X;Region X (NORTHERN MINDANAO);Lanao del Norte;Lanao del Norte;Province;94;0;29520;29614;Province;8,022;124,622
2019;Region X;Region X (NORTHERN MINDANAO);Misamis Occidental;Misamis Occidental;Province;2309;0;399403;401712;Province;8,022;124,622
2019;Region X;Region X (NORTHERN MINDANAO);Misamis Occidental;Ozamis City;City/Municipality;2136;0;331727;333863;City/Municipality;8,022;124,622
2019;Region X;Region X (NORTHERN MINDANAO);Misamis Occidental;Tangub City;City/Municipality;98;0;22357;22455;City/Municipality;8,022;124,622
2019;Region X;Region X (NORTHERN MINDANAO);Misamis Occidental;Oroquieta City;City/Municipality;75;0;41904;41979;City/Municipality;8,022;124,622
2019;Region X;Region X (NORTHERN MINDANAO);Misamis Oriental;Misamis Oriental;Province;610;0;162442;163052;Province;8,022;124,622
2019;Region X;Region X (NORTHERN MINDANAO);Cagayan de Oro City;Cagayan de Oro City;Province;40612;0;962712;1003324;City/Municipality;8,022;124,622
2019;Region X;Region X (NORTHERN MINDANAO);Iligan City;Iligan City;Province;2876;0;205562;208438;City/Municipality;8,022;124,622
2019;Region XI;Region XI (DAVAO REGION);;Region XI (DAVAO REGION);Region;216219;45850;4911419;5173488;Region;7,3041;125,68
2019;Region XI;Region XI (DAVAO REGION);Davao De Oro (ComVal);Davao De Oro (ComVal);Province;997;153;1616367;1617517;Province;7,3041;125,68
2019;Region XI;Region XI (DAVAO REGION);Davao del Norte;Davao del Norte;Province;25663;0;687387;713050;Province;7,3041;125,68
2019;Region XI;Region XI (DAVAO REGION);Davao del Norte;Others;City/Municipality;25663;0;687387;713050;City/Municipality;7,3041;125,68
2019;Region XI;Region XI (DAVAO REGION);Davao del Sur;Davao del Sur;Province;530;0;79932;80462;Province;7,3041;125,68
